Family,Chip Type,Soviet Manufacturer,Soviet Part Number,Western Manufacturer,Western Part Number,Blank,Blank,Description,Comments,Blank,Blank,Reference 1,Reference 2,Reference 3,Reference 4
588 Series Microprocessor Set:,,Transistor,А588ВС2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
588 Series Microprocessor Set:,,Integral,588ВС2А,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
588 Series Microprocessor Set:,,Integral,КР588ВС2Б,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
588 Series Microprocessor Set:,,Transistor,КР588ВУ2Б,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
589 Series Microprocessor Set:,,Micron,589ИК01,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
589 Series Microprocessor Set:,,Micron,589ИК02,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
589 Series Microprocessor Set:,,Micron,589ИК02,,,,, Diff,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
589 Series Microprocessor Set:,,Micron,К589ИК02,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1005 Series:,,Electronica,КР1005ВЕ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,К1801ВМ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КР1801ВМ1,,,,,, Dot marked,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КР1801ВМ1,,,,,, w/o dot,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КР1801ВМ1Г,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КР1801ВМ2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КМ1801ВМ2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,Р1801ВМ2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,SEMZ,КМ1801ВМ2,,,,,, Gold Pins,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,SEMZ,КМ1801ВМ2,,,,,, Nickel Pins,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КМ1801ВМ3,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КМ1801ВМ3А,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КМ1801ВМ3Б,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КМ1801ВМ3В,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1801 Series DEC PDP-11 Compatible CPUs:,,Angstrem,КН1801ВМ3Б,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1802 Series Microprocessor Set:,,Micron,1802ВС1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1802 Series Microprocessor Set:,,Micron,КР1802ВС1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1802 Series Microprocessor Set:,,Micron,КР1802ВС1,,,,, Diff,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1804 Series BSP:,,Electronica,1804ВС1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1804 Series BSP:,,,КР1804ВС1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1804 Series BSP:,,Electronica ,1804ВС2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1804 Series BSP:,,Electronica,КМ1804ВС2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1804 Series BSP:,,Electronica,М1804ВС2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1806 Series:,,Angstrem,КР1806ВЕ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1806 Series:,,Angstrem,Н1806ВМ2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1807 Series CPUs:,,Electronica,КР1807ВМ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1807 Series CPUs:,,,КМ1807ВМ2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1810 Series:,,,КР1810ВМ86,,,,, 'Made in USSR' ('Сделано в СССР'),,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1810 Series:,,Kvantor,КР1810ВМ86,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1810 Series:,,Kvazar,КР1810ВМ86,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1810 Series:,,Rodon,КР1810ВМ86,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1810 Series:,,Kvazar,КР1810ВМ86М,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1810 Series:,,Kvazar,М1810ВМ86,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1810 Series:,,Kvazar,КМ1810ВМ88,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1810 Series:,,ElectronPribor,КР1810ВМ88,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1810 Series:,,Kvazar,КМ1810ВМ89,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1811 Series DEC F-11 compatible Microprocessor Set:,,Electronica,КР1811ВТ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1811 Series DEC F-11 compatible Microprocessor Set:,,Electronica,КН1811ВМ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1811 Series DEC F-11 compatible Microprocessor Set:,,Electronica,КН1811ВУ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1811 Series DEC F-11 compatible Microprocessor Set:,,Electronica,КН1811ВУ2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1811 Series DEC F-11 compatible Microprocessor Set:,,Electronica,КН1811ВУ3,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1811 Series DEC F-11 compatible Microprocessor Set:,,,МК1 ред1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1811 Series DEC F-11 compatible Microprocessor Set:,,,МК1 ред3,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1811 Series DEC F-11 compatible Microprocessor Set:,,,КН1811ВМ1 + КН1811ВУ1,,,,, (White),,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1811 Series DEC F-11 compatible Microprocessor Set:,,,КН1811ВУ2 + КН1811ВУ3,,,,, (White),,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1814 Series:,,Deviz,КР1814ВЕ4,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1814 Series:,,Electronica,КР1814ВЕ5,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1814 Series:,,Deviz,КР1814ВЕ7,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1814 Series:,,Deviz,КР1814ВЕ8,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1814 Series:,,Deviz,КР1814ВЕ9,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1815 Series Microprocessor Set:,,Integral,1815ИА1,,,,, ALU,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1815 Series Microprocessor Set:,,Integral,1815ВФ3,,,,, FFT Microprocessor,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1816 Series:,,Electronica,КР1816ВЕ31,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Vostok,РВЕ035,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Kvantor,КМ1816ВЕ35,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Kvantor,КР1816ВЕ35,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Kvazar,КМ1816ВЕ35,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Kvazar,КР1816ВЕ35,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Kvazar,КР1816ВЕ35,,,,,, package w/holes ,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Kvazar,КР1816ВЕ39,,,,,, package w/holes ,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Kvantor,КМ1816ВЕ48,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Kvazar,КМ1816ВЕ48,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Rodon,КР1816ВЕ49,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Electronica,КР1816ВЕ51,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1816 Series:,,Elcor,К1816ВЕ851,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1818 Series:,,Electronica,КМ1818ВМ01А,,,,, dot-marked,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1818 Series:,,Electronica,КМ1818ВМ01А,,,,, A-marked,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1820 Series:,,Integral,КР1820ВЕ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1820 Series:,,Integral,КР1820ВЕ1А,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1820 Series:,,Integral,КР1820ВЕ2А,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1820 Series:,,Transistor,КР1820ВЕ2А,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1820 Series:,,Transistor,КР1820ВЕ3,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1820 Series:,,Integral,ЭКР1820ВЕ6,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1821 Series CPU:,,NZPP,ИМ1821ВМ85А,,,,, Gold,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1821 Series CPU:,,NZPP,ИМ1821ВМ85А,,,,, Nickel,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1821 Series CPU:,,NZPP,КР1821ВМ85А,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1823 Series:,,,КР1823ВГ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1823 Series:,,Integral,КМ1823ВУ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1824 Series Microprocessor Set:,,Transistor,1824ВР21,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1824 Series Microprocessor Set:,,Transistor,1824ВС21,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1824 Series Microprocessor Set:,,Transistor,1824ВУ21-0001,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1827 Series:,,Svetlana,К1827ВЕ2,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1830 Series:,,Electronica,КР1830ВЕ31,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1830 Series:,,Integral,ЭКР1830ВЕ31,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1831 Series DEC J-11 compatible Microprocessor Set:,,,М8К ред4,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1833 Series:,,Alfa,КР1833ВЕ1-003,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1835 Series:,,Integral,ОКР1835ВЕ49-001,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1839 Series:,,Angstrem,Л1839ВМ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1839 Series:,,Angstrem,КЛ1839ВМ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1839 Series:,,Angstrem,КЛ1839ВВ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1839 Series:,,Angstrem,КЛ1839ВТ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1850 Series:,,NZPP,КМ1850ВЕ35,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1850 Series:,,Vostok,КМ1850ВЕ35,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1850 Series:,,Vostok,КР1850ВЕ35,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1850 Series:,,Vostok,КР1850ВЕ39,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1850 Series:,,NZPP,КМ1850ВЕ40,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
1850 Series:,,Vostok,КМ1850ВЕ48,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1867 Series:,,Electronica,КМ1867ВМ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1878 Series:,,Angstrem,КР1878ВЕ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Z80,,Angstrem,Т34ВМ1,,,,, Gold Top/Pins,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
Z80,,Angstrem,Т34ВМ1,,,,, Silver Top/Pins,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
Z80,,Angstrem,КР1858ВМ1,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
Z80,,Angstrem,КР1858ВМ1,,,,,, Diff Print,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
Z80,,Transistor,КР1858ВМ3,,,,,,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
Z80,,,КМ1582ВМ2,,,,,Unknown,,,,http://www.silirium.ru/ussr.html [Accessed 1Jan 2013],,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,KR1804VS1,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,1804VS1,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
2900,,,KM1804VS1,AMD,AM2901BPC,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1804VS2,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
2900,,,1804VS2,AMD,2903ADC,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1804VU1,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KS1804VU1,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,1804VU1,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
2900,,,KM1804VU1,AMD,AM2909PC,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,, ,,,,,,,,,,,,
3002,,,K585IK01,Intel,Intel 3001,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,K589IK01,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
3002,,,589IK01,Intel,Intel 3001,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MH3001 ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
3002,,,K585IK02,Intel,Intel 3002,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,K589IK02,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
3002,,,589IK02,Intel,Intel 3002,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MH3002 ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,U808D ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1816VE31,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1816VE31,Intel,Intel 8031AH,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MCY7835N ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1816VE35,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1816VE35,Intel,Intel 8035,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MHB8035C ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,M1816VE39,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1816VE39,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1816VE39,Intel,Intel P8039H,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MCY7848N ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MHB8048C ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-48,,,KM1816VE48,Intel,Intel 8048,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1816VE49,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1816VE49,Intel,Intel 8049,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-51,,,KR1816VE51,Intel,Intel 8051AH,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KS1816VE751A,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-51,,,KS1816VE751B,Intel,Intel 8751H,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-48,,,KM1816VE48,Intel,Intel 8748,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MHB8748C ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1830VE31,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,N1830VE31,Intel,80C31,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1830VE35,Intel,80C35,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1830VE39,Intel,80C39,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1830VE44,,-,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-48,,,KR1830VE48,Intel,MPD80C48C,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1830VE51,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-51,,,N1830VE51,Intel,80C51,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1830VE56,,-,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-51,,,KR1830VE751,Intel,87C51,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1830VE753,Intel,87C53,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-51,,,KR1835VE31,Intel,80C31,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KA1835VE39,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1835VE39,Intel,80C39,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KA1835VE49,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1835VE49,Intel,80C49,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1835VE51,Intel,80C51,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE651,,-,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE35,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KS1850VE35,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KM1850VE35,Intel,8035,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE39,Intel,8039,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE40,Intel,8040,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE48,Intel,8048,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1850VE50,Intel,8050,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
MCS-48,,,KM1873VE48,Intel,80C48,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8080,,,580VM80,Intel,Intel 8080,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MHB8080A ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MHB8080AC ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MMN8080 ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,8080APC ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,MCY7880N ,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR580VM80A,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8080,,,KR580IK80A,Intel,Intel 8080A,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,M1821VM85,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8085,,,IM1821VM85A,Intel,80C85,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,KR1810VM86,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,K1810VM86,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
,,,M1810VM86,,,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
8086,,,KM1810VM86,Intel,Intel 8086,,,,,,,http://www.cpu-world.com/info/exUSSR-chips.html [Accessed 1 Jan 2013],,,
