Manufacturer,Family,Part #,Alternative Label 1,Alternative Label 2,Alternative Label 3,Alternative Label 4,Alternative Label 5,Alternative Label 6,Empty,Empty,Empty,Chip Type,Sub-Family,Model number,Core,Core designer,Microarchitecture,Threads,CPUID,Core Count,Pipeline,Multiprocessing,Empty,Empty,Empty,Architecture,Data Bus (ext),Address Bus,Empty,Empty,Frequency Min,Frequency Max/Typ,Actual bus frequency,Effective bus frequency,Bus bandwidth,Clock multiplier,Core Stepping,Empty,Empty,Empty,Empty,L1 data cache,L1 data associativity,L1 instruction cache,L1 instruction associativity,L1 unified cache,L1 unified associativity,L2 cache,L2 associativity,L3 cache,L3 associativity,Boot ROM,ROM Internal,ROM Type,RAM internal,RAM max,RAM type,Virtual memory max,Empty,Empty,Empty,Empty,Package,Package Size,Package Weight,Socket,Transistor count,Process Size,Metal Layers,Metal Type,Process technology,Die Size,Empty,Empty,Empty,Empty,Vcc range,Vcc(typ),Empty,Vcc(secondary),Vcc(tertiary),Vcc(core),Vcc(I/O),Power Min,Power Typ,Power Max,Power Thermal Design,Temperature range,Temperature Grade,Low Power Features,Empty,Empty,Empty,Empty,Empty,Instruction set,Instruction set extensions,Additional instructions,Computer architecture,ISA,Empty,Empty,Empty,Empty,FPU,On-chip peripherals,Features,RoHS,Empty,Empty,Empty,Release date,Initial price,Applications,Military Spec,Comments,Empty,Empty,Empty,Empty,Empty,Empty,Reference 1,Reference 2,Reference 3,Reference 4,Reference 5,Reference 6,Reference 7,Reference 8
WDC,65xx,W65C02SP5,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,,,,,,,,,,,,0-70C,Commercial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SP6,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,,,,,,,,,,,,0-70C,Commercial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SP7,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,,,,,,,,,,,,0-70C,Commercial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SP8,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,,,,,,,,,,,,0-70C,Commercial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SP9,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PDIP-40,,,DIP-40,,,,,CMOS,,,,,,,,,,,,,,,,,0-70C,Commercial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SPL10,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,,,,,,,,,,,,-40 to 85C,Industrial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SPL14,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,14MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,,,,,,,,,,,,-40 to 85C,Industrial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SPL4,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,,,,,,,,,,,,-40 to 85C,Industrial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SPL5,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,,,,,,,,,,,,-40 to 85C,Industrial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SPL6,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,,,,,,,,,,,,-40 to 85C,Industrial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SPL7,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,,,,,,,,,,,,-40 to 85C,Industrial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SPL8,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,,,,,,,,,,,,-40 to 85C,Industrial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SPL9,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,PLCC-44,,,PLCC-44,,,,,CMOS,,,,,,,,,,,,,,,,,-40 to 85C,Industrial,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SQ10,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SQ14,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,14MHz,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SQ4,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SQ5,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SQ6,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SQ7,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SQ8,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C02SQ9,,,,,,,,,,CPU,,,,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,none,NA,none,NA,none,NA,none,NA,none,NA,NA,NA,NA,NA,64KiB,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,6502,,,,6500,,,,,none,"Clock generator, interrupt controller, timer",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C02S 8-bit Microprocessor"", 19 Oct 2012. Available from: http://www.datasheetarchive.com/indexer.php?file=DSASW0046289.pdf&dir=Datasheets-SW3&keywords=W65C02S6TPLG-14&database=user-lowscore# [Accessed 21 Dec 2012]"
WDC,65xx,W65C134S8PL8,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,8MHz,,,,,,,,,,,,,,,,,,,,,4KiB,,192B,,,,,,,,PLCC-64,,,PLCC-64,,0.8um,,,CMOS,,,,,,2.8-5.5V,5V,,,,,,,,22mW/MHz,,-40 to 85C,Industrial,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,no,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134S8PLG-8 ,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,8MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLCC-64,,,PLCC-64,,0.8um,,,CMOS,,,,,,2.8-5.5V,5V,,,,,,,,22mW/MHz,,-40 to 85C,Industrial,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,yes,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134S8Q8,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,8MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8um,,,CMOS,,,,,,2.8-5.5V,5V,,,,,,,,22mW/MHz,,-40 to 85C,Industrial,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,no,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134SPL2,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLCC-64,,,PLCC-64,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134SPL4,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLCC-64,,,PLCC-64,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134SPL6,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLCC-64,,,PLCC-64,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134SPL8,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLCC-64,,,PLCC-64,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134SQ2,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134SQ4,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,65xx,W65C134SQ6,,,,,,,,,,MCU,,,54C134,,,,NA,1,,,,,,8,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6500,,,,,none,"Clock generator, timer, UART, WDT, interrupt, ICE, RTC, bus-controller",,,,,,,,,,,,,,,,,"Datasheet: The Western Design Center Inc, ""65xx W65C134S 8-bit Microprocessor"", 31Aug 2010. Available from:  [Accessed 21 Dec 2012]"
WDC,,W65C265S8PL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8um,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,
WDC,,W65C265S8PLG-8 ,,,,,,,,,,,,,,,,,,1,,,,,,16,8,24,,,,8MHz,,,,,,,,,,,,,,,,,,,,,8KiB,,576B,16MiB,,,,,,,,PLCC-84,,,,0.8um,,,CMOS,,,,,,2.8-5.5V,,,,,,,,,,,0-70C,,,,,,,,,,,,,,,,,none,"Clock generator, interrupt controller, timer, parallel bus, UART",,yes,,,,,,,,,,,,,,,
WDC,,W65C265S8Q8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8um,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,
WDC,,W65C265SP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C265SPL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C265SPL8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C265SQ8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C365C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C365C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C365C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C365C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C365P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC,,W65C365P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C365P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C365P8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802C8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802D4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802D6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802D8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
WDC,,W65C802E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMOS
